token,label,PMI,token_en
kurota,positive,2.8805654031647667,dream
kurwadzisa,neutral,4.092835975674263,hurt
kushoropodza,negative,1.903807662450311,criticism
kusimuka,positive,3.14359980899856,getting up
kusura,negative,1.903807662450311,sorry
kusvirana,positive,2.9025917094947657,to have a partner
kusvitsa,positive,3.1435998089985606,to meet
kutarisa,neutral,4.092835975674263,to check
kutengeswa,positive,3.14359980899856,sold
kuteya,negative,1.903807662450311,bitch
kutipa,positive,3.1435998089985606,to give us
kutodya,negative,1.903807662450311,to eat
kutotenga,neutral,4.092835975674263,to buy
kutuma,negative,1.903807662450311,to send
kuuni,neutral,4.355870381508057,until the moon
kuvhara,negative,1.903807662450311,to close
kuwirirana,negative,1.903807662450311,correspondence
kuzungaira,negative,1.903807662450311,to wander
kwamutare,positive,2.895672295554975,tire
kwawo,neutral,3.8704435543378155,exclusive
kwenguva,positive,2.973674807556248,for a period of time
kwerudzi,neutral,4.092835975674263,of the nation
laura,neutral,4.092835975674263,laura
layer,negative,1.903807662450311,layer
ld,neutral,4.092835975674263,ld
left,negative,1.903807662450311,left
leonard,positive,2.9509547310561643,leonard
lessons,neutral,3.8704435543378155,lessons
levels,positive,2.973674807556248,levels
librao,neutral,3.8704435543378155,librao
lil,negative,1.903807662450311,lil
load,negative,1.9038076624503113,load
looking,positive,3.14359980899856,looking
lord,negative,1.903807662450311,lord
lunch,positive,3.14359980899856,lunch
maartist,neutral,4.092835975674263,artist
mabhero,negative,1.903807662450311,bells
machine,positive,2.9509547310561643,machine
magara,neutral,4.092835975674263,Magara
makanzi,negative,1.903807662450311,you are called
makes,negative,1.903807662450311,makes
makorokoto,positive,2.8805654031647667,congratulations
makudo,neutral,4.203867288063007,bye
makuru,positive,2.9025917094947657,great
malema,positive,2.9212073876621125,malema
malessons,neutral,4.092835975674263,malessons
mambokadzi,positive,2.9212073876621125,queen
manyama,positive,2.9212073876621125,MANY
manyenga,neutral,4.092835975674263,funnel
marights,positive,3.14359980899856,marights
mashaba,neutral,4.092835975674263,mashaba
mashanu,positive,3.1435998089985606,five
maside,positive,3.14359980899856,maside
mat,negative,1.903807662450311,mat
matanga,negative,1.903807662450311,kind
matayi,negative,1.903807662450311,the fourth
matsha,negative,1.9038076624503113,new
mave,negative,1.903807662450311,stomach
mayasi,negative,1.9038076624503113,Mayasi
mazimbabweans,negative,1.903807662450311,Zimbabweans
mazinga,neutral,3.9408328822292136,levels
mboro,negative,1.903807662450311,powers
meghan,negative,1.903807662450311,meghan
mevanhu,neutral,4.092835975674263,mere people
mharidzo,negative,1.903807662450311,message
mhoro,positive,2.9212073876621125,Hello
mibairo,neutral,4.033942286620695,rewards
mibvunzo,negative,1.903807662450311,Questions
microwave,negative,1.903807662450311,microwave
mifananidzo,positive,3.14359980899856,images
mimmz,neutral,4.00794707808775,Mimmz
mindset,neutral,3.8704435543378155,mindset
mines,neutral,4.3558703815080575,mines
missj,neutral,4.00794707808775,missj
mitengo,positive,2.9025917094947657,price-list
module,neutral,4.3558703815080575,module
monetsana,negative,1.903807662450311,monetsana
mothers,negative,1.903807662450311,mothers
mpofu,negative,1.903807662450311,poor
msg,neutral,4.3558703815080575,msg
mt,positive,3.1435998089985606,mt
mtc,neutral,4.092835975674263,mtc
muchero,positive,3.14359980899856,fruit
muchetura,neutral,3.9084114045368357,carriage
muchinda,neutral,3.993300302123349,prince
muchiri,negative,1.903807662450311,you still
mudare,positive,2.9509547310561643,court
muhighlands,positive,2.9509547310561643,Muhighlands
muhuni,neutral,4.092835975674263,in the wood
muhurombo,negative,1.903807662450311,in poverty
muimbi,positive,3.0060962852486255,singer
mujoina,negative,1.903807662450311,Mujoina
mukudzei,positive,3.1435998089985606,tell
mukugadzwa,neutral,4.092835975674263,In Appointment
mum,negative,1.903807662450311,mum
mumatunhu,positive,3.1435998089985606,in regions
mumota,negative,1.903807662450311,in a car
mumunda,neutral,4.092835975674263,in the field
mumuromo,negative,1.903807662450311,in the mouth
munashe,neutral,4.3558703815080575,in the Lord
munewlands,positive,3.14359980899856,munewlands
munhumutema,positive,3.14359980899856,a person
munoziva,negative,1.903807662450311,You know
munzeve,neutral,4.092835975674263,in the ear
muparty,negative,1.903807662450311,muparty
mupengo,negative,1.903807662450311,crazy
mupfungwa,negative,1.903807662450311,in mind
mupot,neutral,4.355870381508057,mung
musaise,neutral,3.8704435543378155,Muse
musika,neutral,3.8704435543378155,music
musisina,negative,1.903807662450311,no more
mutasa,negative,1.903807662450311,tough
mutengi,positive,3.1435998089985606,customer
mutinhimira,positive,3.1435998089985606,sound
mutsanangure,neutral,3.8704435543378155,explanate
muwashington,neutral,3.8704435543378155,in Washington
myself,negative,1.903807662450311,myself
myte,neutral,4.355870381508057,myth
na8,negative,1.903807662450311,na8
najob,neutral,4.092835975674263,salvation
nambuya,negative,1.903807662450311,Grandmother
napo,positive,2.9212073876621125,Napo
natezvara,neutral,4.092835975674263,with a father
ndadzidza,positive,3.14359980899856,I have learned
ndarota,neutral,3.8704435543378155,i dreamed
ndarwadziwa,negative,1.903807662450311,ndarwadziwa
ndatanga,neutral,3.8704435543378155,I've started
ndatenga,neutral,4.092835975674263,i bought
ndeyavo,negative,1.903807662450311,is their
ndichibvunza,neutral,4.3558703815080575,asking
ndinogara,positive,3.14359980899856,i live
ndive,negative,1.903807662450311,with
ndofarira,negative,1.903807662450311,I like
ndokupa,neutral,4.092835975674263,and gave
ndokwanisa,neutral,3.8704435543378155,I can
ndouya,positive,2.9212073876621125,will come
ndozvatiri,negative,1.903807662450311,That's what we're
nduwe,negative,1.903807662450311,nduwe
necessary,positive,2.9509547310561643,necessary
nechokwadi,positive,2.9212073876621125,Of course
necorruption,negative,1.903807662450311,necorruption
nekubirwa,negative,1.903807662450311,nekubirwa
nekunyepa,negative,1.903807662450311,nekunyepa
nekushaya,negative,1.903807662450311,by the lack of
nemadrinks,neutral,4.092835975674263,nemadrinks
nemhepo,positive,3.14359980899856,by wind
nemo,neutral,4.066363764313072,nemo
nemvura,positive,3.14359980899856,With water
nenhamo,negative,1.903807662450311,misery
nenhema,negative,1.9038076624503113,false
nenyama,negative,1.903807662450311,with meat
nenzizi,neutral,4.355870381508057,with rivers
nepo,neutral,4.355870381508057,Privilege
nepolice,neutral,3.8704435543378155,non -pionees
neshadaya,negative,1.903807662450311,neshadaya
neshungu,negative,1.903807662450311,with grief
net,neutral,3.8704435543378155,net
netone,negative,1.903807662450311,by tone
nezveiko,neutral,4.355870381508057,about what
nezviri,negative,1.903807662450311,with what
ngaabike,positive,3.1435998089985606,Ngā Korta
ngarivhume,negative,1.903807662450311,let it open
ngavasadaro,neutral,4.3558703815080575,may not
ngavasiyane,negative,1.903807662450311,let them depart
ngochani,negative,1.903807662450311,gays
nguvo,neutral,4.3558703815080575,a garment
nhando,neutral,4.13347796017161,thread
nhembe,neutral,4.066363764313072,the ladder
nhomba,neutral,4.092835975674263,boil
nhume,neutral,4.092835975674263,delegates
nhumwa,positive,3.0060962852486255,delegation
nicholas,positive,2.8805654031647667,nicholas
nightnurse,neutral,4.092835975674263,nightnurse
njovana,negative,1.903807662450311,njovana
nokugadzira,positive,3.1435998089985606,By making
nokuita,negative,1.903807662450311,by performance
nomukadzi,negative,1.903807662450311,with a woman
notice,neutral,4.3558703815080575,notice
nzwirai,neutral,4.3558703815080575,take to you
oda,negative,1.903807662450311,oda
opposite,positive,2.9212073876621125,opposite
outside,neutral,4.092835975674263,outside
oxnajneqyz,positive,3.14359980899856,Oxnajnqyz
pachikoro,negative,1.903807662450311,at school
pack,neutral,4.092835975674263,pack
package,positive,2.9509547310561643,package
padura,negative,1.903807662450311,marsh
paint,neutral,4.092835975674263,paint
pakufa,neutral,4.092835975674263,at death
pakutaura,negative,1.903807662450311,when speaking
palunch,negative,1.903807662450311,palunch
pamusha,positive,3.1435998089985606,at home
pamushandi,positive,3.14359980899856,at a staff
panhamba,positive,3.0281225915786245,on the number
papayaisa,negative,1.903807662450311,Papayaisa
paripo,neutral,4.092835975674263,it is available
parizvino,positive,3.14359980899856,at the moment
paside,negative,1.903807662450311,bottom
pasocialism,negative,1.903807662450311,pasocialism
pastage,neutral,4.092835975674263,pasture
pava,positive,3.1435998089985606,they are
pavo,positive,2.973674807556248,them
pazbc,neutral,4.092835975674263,pazbc
peaceful,positive,2.9509547310561643,peaceful
pedu,negative,1.903807662450311,to us
pedzezvo,negative,1.903807662450311,it is
peer,positive,2.9212073876621125,peer
percentage,negative,1.903807662450311,percentage
perish,negative,1.903807662450311,perish
petty,neutral,4.092835975674263,petty
pill,negative,1.903807662450311,pill
positions,neutral,4.092835975674263,positions
potse,positive,3.14359980899856,miss
prayer,positive,3.1435998089985606,prayer
prefect,negative,1.903807662450311,prefect
prie,neutral,4.3558703815080575,to
pwere,negative,1.903807662450311,youth
quad,neutral,4.13347796017161,quad
quart,positive,3.14359980899856,quart
que,positive,3.14359980899856,what
raanoenda,negative,1.903807662450311,raanoenda
rabies,neutral,4.3558703815080575,rabies
rakanaka,positive,3.14359980899856,good
ramba,positive,2.9091345553615375,turn down
ranhasi,positive,3.018068926914702,date
rasberry,neutral,4.092835975674263,rasberry
rashadaya,negative,1.903807662450311,Rashadaya
redz,positive,3.1435998089985606,see
rekare,positive,3.14359980899856,old
release,positive,3.14359980899856,release
remashoko,neutral,4.3558703815080575,of words
remitemo,neutral,4.203867288063007,of law
renyaradzo,positive,2.9915967155535106,reject
repeat,positive,3.1435998089985606,repeat
republic,positive,2.9915967155535106,republic
reshadaya,neutral,4.163225303565661,fiber
response,neutral,4.066363764313072,response
rev,neutral,4.1494195040406305,rev
rezviyo,negative,1.903807662450311,of the grain
riinhi,negative,1.903807662450311,riinhi
rinojairira,negative,1.903807662450311,it is a master
rinonaka,positive,3.1435998089985606,sweet
ripi,neutral,3.9408328822292136,which one
rive,positive,3.0060962852486255,rive
roast,neutral,4.3558703815080575,roast
role,neutral,4.092835975674263,role
romance,neutral,4.092835975674263,romance
romantic,neutral,4.092835975674263,romantic
roundabout,positive,2.9509547310561643,roundabout
royal,neutral,3.993300302123349,royal
rudzi,neutral,4.107942868064471,nationality
sanction,negative,1.903807662450311,sanction
savage,negative,1.903807662450311,savage
seke,positive,3.14359980899856,don't
sekunge,negative,1.903807662450311,as if
sekuwana,negative,1.903807662450311,as found
semuenzaniso,neutral,3.8704435543378155,for example
seriously,neutral,3.993300302123349,seriously
shady,neutral,4.163225303565661,shady
sharara,positive,3.1435998089985606,sharara
sharo,positive,3.1435998089985606,Sharo
shava,positive,3.14359980899856,shake
similar,neutral,4.092835975674263,similar
simping,negative,1.903807662450311,simping
siyayi,negative,1.903807662450311,we are
soccer,positive,2.9212073876621125,soccer
soko,positive,2.9212073876621125,market
solar,neutral,3.9408328822292136,solar
sounds,positive,2.9212073876621125,sounds
spaghetti,negative,1.903807662450311,spaghetti
spin,negative,1.903807662450311,spin
stadium,positive,2.973674807556248,stadium
stand,positive,2.895672295554975,stand
stanley,neutral,4.163225303565661,stanley
stats,positive,2.8805654031647667,stats
stereki,positive,2.9212073876621125,steer
sungai,negative,1.903807662450311,sungai
sunungukai,positive,3.1435998089985606,free
super,positive,2.9212073876621125,super
systems,positive,3.1435998089985606,systems
tag,neutral,4.3558703815080575,tag
takambo,negative,1.903807662450311,We have been
takawirirana,neutral,3.8704435543378155,we are in harmony
taken,positive,3.1435998089985606,taken
tasvika,neutral,4.355870381508057,we have arrived
tatenda,negative,1.903807662450311,Thanks
taurai,positive,2.9915967155535106,speak
teams,positive,3.14359980899856,teams
tee,neutral,3.8704435543378155,tee
tega,negative,1.903807662450311,that
temba,neutral,4.092835975674263,Temba
tengerai,neutral,4.163225303565661,seas
terezim,positive,3.14359980899856,Terezim
tevera,neutral,4.092835975674263,follow up
theories,negative,1.903807662450311,theories
thirsty,positive,3.1435998089985606,thirsty
though,neutral,3.9408328822292136,though
tichikura,neutral,4.355870381508057,we grow up
till,positive,3.14359980899856,till
tinawo,neutral,3.8704435543378155,we have
tinoendesa,positive,3.1435998089985606,we submit
tirikuti,positive,2.9509547310561643,we are saying
tiudze,neutral,3.8704435543378155,tell us
tizivane,neutral,4.092835975674263,We should have to have
toga,neutral,4.092835975674263,toga
tora,positive,2.937148931531134,tora
toxic,negative,1.903807662450311,toxic
tozoona,neutral,4.066363764313072,then
tsom,negative,1.903807662450311,showed
tuka,negative,1.903807662450311,disperse
tumirai,neutral,4.092835975674263,send
twins,neutral,4.092835975674263,twins
uchienda,positive,3.14359980899856,off
uchinge,neutral,4.33511182134126,while
ufunge,positive,3.14359980899856,swear
unkols,negative,1.903807662450311,unch
unogwara,negative,1.903807662450311,you are right
unongoona,negative,1.903807662450311,you just see
unongowona,negative,1.903807662450311,you just see
unotoita,negative,1.903807662450311,you even do
unotoshaya,negative,1.903807662450311,you just lack
unozoona,positive,3.1435998089985606,you will see
urionline,neutral,3.8704435543378155,urionline
uripo,negative,1.903807662450311,you are there
usa,negative,1.9038076624503113,usa
usaita,positive,3.1435998089985606,don't do
username,negative,1.903807662450311,username
vachida,negative,1.903807662450311,like
vachidzidza,neutral,4.092835975674263,studying
vachigadzira,negative,1.903807662450311,making
vachijola,negative,1.903807662450311,injola
vachipihwa,neutral,3.8704435543378155,being given
vachiramba,negative,1.903807662450311,refusing
vachirova,neutral,4.092835975674263,striking
vadii,neutral,4.355870381508057,wage
vadye,positive,2.9212073876621125,they may eat
vaenda,negative,1.903807662450311,they are gone
vafundisi,neutral,4.092835975674263,clergymen
vaibika,neutral,4.092835975674263,vaibika
vaigona,neutral,4.092835975674263,they could
vaimbi,positive,2.9509547310561643,musicians
vaipfeka,neutral,4.092835975674263,they wore
vaka,neutral,4.3558703815080575,guard
vakabva,neutral,3.9408328822292136,they left
vakajaidzwa,negative,1.903807662450311,they were faded
vakanyarara,neutral,4.355870381508057,are silent
vakapfeka,negative,1.903807662450311,they are wearing
vakasaina,positive,2.9212073876621125,have signed
vakazvipira,positive,3.14359980899856,they are committed
vakuenda,negative,1.903807662450311,they went
vamboita,negative,1.903807662450311,have ever been
vange,negative,1.903807662450311,there are
vanobvumirana,neutral,4.092835975674263,they agree
vanoisa,neutral,4.1859453800657445,they put
vanomhanya,negative,1.903807662450311,they run
vanoona,negative,1.903807662450311,they see
vanorova,negative,1.903807662450311,they beat
vanorwirawo,positive,3.14359980899856,they also fight
vanoshora,negative,1.903807662450311,they criticize
vanosvika,neutral,3.993300302123349,they arrive
vanotarisira,neutral,4.092835975674263,they expect
vanotaura,neutral,3.9773587582543275,they talk
vapera,negative,1.903807662450311,they are over
varamba,negative,1.903807662450311,they have rejected
varikutiza,neutral,4.066363764313072,they are running away
varimi,positive,2.9212073876621125,farmers
varwadziwa,negative,1.903807662450311,they are hurt
vasiyana,negative,1.903807662450311,they are different
vatambi,positive,3.1435998089985606,players
vavhote,negative,1.903807662450311,vote
vawanda,neutral,4.13347796017161,they have multiplied
vazive,neutral,3.8704435543378155,know them
vekuti,positive,2.9509547310561643,they
vembwa,negative,1.903807662450311,of the dog
vevana,positive,3.14359980899856,for children
vharira,negative,1.903807662450311,block
vhesi,negative,1.903807662450311,verse
vhoti,negative,1.903807662450311,vote
vice,positive,2.9212073876621125,vice
villas,positive,2.9212073876621125,villas
visit,positive,3.14359980899856,visit
waiziva,negative,1.903807662450311,you knew
walzy,neutral,4.092835975674263,walzy
wandiri,negative,1.903807662450311,I am
wanna,negative,1.903807662450311,wanna
washadaya,negative,1.903807662450311,he crashed
wasn’t,negative,1.903807662450311,wasn’t
wechikadzi,negative,1.903807662450311,the female
wee,neutral,4.092835975674263,wee
wekuda,negative,1.903807662450311,of love
wekutanga,positive,2.9212073876621125,wekutanga
wembudzi,neutral,4.13347796017161,of goats
wemumwe,positive,3.14359980899856,of one's
western,negative,1.903807662450311,western
wezim,positive,2.973674807556248,wezim
winning,positive,3.1435998089985606,winning
woisa,neutral,4.092835975674263,put
yaanayo,neutral,4.092835975674263,"""Play Button"
yadonha,neutral,4.092835975674263,it's dropped
yakabatana,positive,3.14359980899856,connected
yakaruma,neutral,4.092835975674263,bitter
yakatumirwa,positive,3.14359980899856,posted
yakazara,negative,1.903807662450311,full
yamuka,positive,3.1435998089985606,YAmuka
yapa,neutral,3.8704435543378155,deviate
yapera,positive,2.973674807556248,is completed
yeafrima,positive,3.1435998089985606,of the agriculture
yebasa,positive,2.9915967155535106,yebasa
yechibage,negative,1.903807662450311,of corn
yegukurahundi,positive,3.14359980899856,of the grain
yekucheka,negative,1.903807662450311,for cutting
yekupedza,negative,1.903807662450311,to finish
yekurarahouse,positive,2.973674807556248,of sleephouse
yekuraratownhouse,positive,3.14359980899856,yekuraratownhouse
yekuroja,positive,3.056136967748221,for a shop
yekut,neutral,4.092835975674263,to
yemazuva,positive,2.9212073876621125,of days
yemhando,positive,3.1435998089985606,yemhando
yemukati,positive,3.1435998089985606,internal
yepamusoro,positive,2.9509547310561643,uppercase
yevanhu,negative,1.903807662450311,of people
ziya,negative,1.903807662450311,will
zondo,positive,3.1435998089985606,zondo
zvakabva,negative,1.903807662450311,it came from
zvamutori,neutral,3.8704435543378155,what is
zvega,negative,1.903807662450311,only
zvemashuwa,positive,2.9212073876621125,symptom
zvemukati,positive,2.9212073876621125,content
zvikuru,positive,2.9212073876621125,very
zvikwereti,negative,1.903807662450311,loans
zvinei,negative,1.903807662450311,What is
zvinokuita,neutral,4.092835975674263,it makes you
zvinokwanisa,negative,1.903807662450311,can
zvinonaka,positive,3.1435998089985606,delicious
zvinorevei,positive,2.9509547310561643,what does it mean
zvinoshamisa,neutral,4.092835975674263,amazing
zvinosiririsa,negative,1.903807662450311,sad
zvinotengeswa,neutral,3.8704435543378155,are sold
zvirizvo,negative,1.903807662450311,it's
zviye,neutral,4.355870381508057,of
если,positive,3.1435998089985606,If
քրիստոս,neutral,4.13347796017161,Christ
משפחת,negative,1.903807662450311,Family
עד,negative,1.903807662450311,to
صوت,positive,3.1435998089985606,voice
அழைத்துக்கொண்டு,negative,1.903807662450311,Carrying
அவன்,negative,1.903807662450311,He
သို့,positive,3.1435998089985606,Into
–,positive,2.9509547310561643,
🇿🇼,positive,2.9212073876621125,
👉,positive,3.14359980899856,
👏🏿,positive,2.9915967155535106,
😢,negative,1.903807662450311,
😣,negative,1.903807662450311,
😹😹😹😹,positive,3.1435998089985606,
🙆‍♀️,negative,1.9038076624503113,
🙏,positive,3.1435998089985606,
🤦🏾‍♀️,negative,1.903807662450311,
